Dataset,Subset,Hostility,kDN,DCP,TD_U,CLD,N1,N2,LSC,F1,L1,n_features,mean_acc_mean,mean_acc_max,mean_acc_std,mean_gps_mean,mean_gps_max,mean_gps_std,mean_acc_class_0_mean,mean_acc_class_0_max,mean_acc_class_0_std,mean_acc_class_1_mean,mean_acc_class_1_max,mean_acc_class_1_std
ArtificialDataset3,all,0.05,0.095,0.12817414801985658,0.649,0.16181842966160476,0.06300847763347762,0.45869701622382897,0.9779719438877755,0.9891333333333334,1.1328093786274105,45.0,0.933875,0.985,0.050456310662931846,0.9337873630352784,0.984993922718101,0.050569902056559944,0.94525,0.9940000000000001,0.04298753972290771,0.9225,0.976,0.05932717999125094
ArtificialDataset3,informative,0.056,0.07680000000000001,0.004889013873265841,0.6529230769230769,0.14009611503111433,0.037495995670995666,0.44537944563184045,0.9689418837675351,0.98672,0.8181551140161052,25.0,0.9424999999999999,0.993,0.04673634254288317,0.9424350645629506,0.9929988802792236,0.046823174463627215,0.95,0.994,0.03979949748426478,0.9349999999999999,0.992,0.054468863976194146
ArtificialDataset3,informative+redundant,0.043,0.07659999999999999,0.007771428571428576,0.6620769230769231,0.12940535623434765,0.050861111111111114,0.44528478618584216,0.969741482965932,0.9876875,1.0339830707639839,32.0,0.9425,0.992,0.04694373531914863,0.942422668636742,0.9919979625990575,0.04704654922290181,0.9547499999999999,0.992,0.03820153325270001,0.93025,0.992,0.05616747915195867
ArtificialDataset3,informative+redundant_nonLinear,0.042,0.0846,0.06588346923045718,0.6438461538461538,0.17825305615563186,0.04911940559440559,0.44917626631811075,0.9744849699398798,0.9881818181818182,0.8386729884545885,33.0,0.9371250000000001,0.9880000000000001,0.04899398651146604,0.9370579436078312,0.9879969376492632,0.0490614025407263,0.943,0.994,0.04510305659581966,0.9312499999999999,0.984,0.05380321286211185
ArtificialDataset3,informative+noise,0.07,0.10039999999999999,0.06746831771530568,0.6533076923076924,0.14111817978993554,0.07213684371184372,0.45996550941363934,0.9774088176352705,0.9877,0.8159936213329524,30.0,0.9375,0.9870000000000001,0.04965883607174057,0.937436643083049,0.9869949744682603,0.049755937885492256,0.94325,0.992,0.04529191034674009,0.93175,0.982,0.05436845198668588
ArtificialDataset3,informative+rand_extra,0.049,0.08120000000000001,0.08737201420634395,0.6304615384615383,0.14996722009137148,0.051503751803751795,0.4499290134599737,0.9735430861723448,0.9874642857142857,0.8354891525461595,28.0,0.9388749999999999,0.992,0.048117230356108986,0.9387896342810774,0.9919985709689854,0.048233738183987296,0.9472499999999999,0.994,0.0413340053708807,0.9305,0.9899999999999999,0.05636361541683729
ArtificialDataset3,mutual_info_top25,0.071,0.105,0.08688223911407951,0.6283846153846153,0.17657198347877848,0.08872261904761905,0.44300450748327524,0.9697895791583167,0.9866400000000001,1.020301201168206,25.0,0.9293750000000001,0.9720000000000001,0.04405495756114506,0.9289900006982069,0.9719773245615692,0.044707728115115315,0.951,0.9879999999999999,0.035440090293338604,0.90775,0.958,0.07309827045051845
ArtificialDataset3,f_classif_top25,0.101,0.13440000000000002,0.10407804149147218,0.6073846153846155,0.18662581656014954,0.09730555555555555,0.44758692568404196,0.9755210420841683,0.98648,1.1788105982347132,25.0,0.9129999999999999,0.9559999999999998,0.04206797220825226,0.9124599067236809,0.9559763372354201,0.04295659662086848,0.9385,0.97,0.03885136511666696,0.8875,0.9460000000000001,0.07308507762483785
ArtificialDataset3,rf_top25,0.057,0.0932,0.08850026328715985,0.6403076923076924,0.1488277298120744,0.07849458874458874,0.43612551941220806,0.9678957915831663,0.98584,0.9939466304027862,25.0,0.9366249999999999,0.9809999999999999,0.041164955622817925,0.9365357412136843,0.9809920320464187,0.041234250153863075,0.9472499999999999,0.9879999999999999,0.03882469758874034,0.9259999999999999,0.9739999999999999,0.04596893360893693
ArtificialDataset3,relief_top25,0.046,0.08280000000000001,0.09345974032983638,0.6382307692307693,0.14091273748080138,0.0678524531024531,0.4418530540444698,0.9688176352705411,0.9865600000000001,1.024522150745288,25.0,0.93875,0.9890000000000001,0.04461181778087823,0.9386760451567698,0.9889970449188912,0.044699170102634626,0.9484999999999999,0.9899999999999999,0.037473800371535804,0.929,0.9880000000000001,0.05210977424081363
