feature,kDN_importances,kDN_importances_norm,count_vars,kDN_removed_count,kDN_fixed_count,fold,model
Hip,,,,,,1,NaiveBayes
Knee,0.08358208955223895,0.007598371777476268,11.0,1.0,1.0,1,NaiveBayes
Neck,0.13432835820895522,0.003950834064969272,34.0,1.0,7.0,1,NaiveBayes
Thigh,0.42388059701492525,0.019267299864314785,22.0,1.0,5.0,1,NaiveBayes
Weight,0.3074626865671642,0.01138750690989497,27.0,1.0,6.0,1,NaiveBayes
Wrist,-0.02089552238805964,-0.006965174129353213,3.0,1.0,0.0,1,NaiveBayes
Abdomen,,,,,,2,NaiveBayes
Age,-0.022885572139303555,-0.004577114427860711,5.0,1.0,0.0,2,NaiveBayes
Ankle,-0.023880597014925287,-0.011940298507462643,2.0,1.0,0.0,2,NaiveBayes
Biceps,-0.032835820895522394,-0.016417910447761197,2.0,1.0,0.0,2,NaiveBayes
Chest,0.005970149253731419,0.0011940298507462838,5.0,1.0,0.0,2,NaiveBayes
Density,0.7124378109452737,0.07124378109452736,10.0,0.0,2.0,2,NaiveBayes
Forearm,-0.02686567164179099,-0.006716417910447747,4.0,1.0,0.0,2,NaiveBayes
Height,-0.01592039800995025,-0.01592039800995025,1.0,1.0,0.0,2,NaiveBayes
Hip,,,,,,2,NaiveBayes
Knee,0.05671641791044768,0.006301824212271965,9.0,1.0,1.0,2,NaiveBayes
Neck,-0.01890547263681592,-0.00472636815920398,4.0,1.0,0.0,2,NaiveBayes
Thigh,,,,,,2,NaiveBayes
Weight,-0.018905472636815926,-0.0018905472636815926,10.0,1.0,0.0,2,NaiveBayes
Wrist,-0.029850746268656723,-0.009950248756218907,3.0,1.0,0.0,2,NaiveBayes
Abdomen,,,,,,3,NaiveBayes
Age,0.013861386138613874,0.0023102310231023124,6.0,1.0,0.0,3,NaiveBayes
Ankle,0.033663366336633596,0.0028052805280527997,12.0,1.0,1.0,3,NaiveBayes
Biceps,-0.020792079207920755,-0.010396039603960378,2.0,1.0,0.0,3,NaiveBayes
Chest,,,,,,3,NaiveBayes
Density,0.4485148514851486,0.06407355021216408,7.0,0.0,1.0,3,NaiveBayes
Forearm,-0.01386138613861386,-0.00693069306930693,2.0,1.0,0.0,3,NaiveBayes
Height,-0.02475247524752472,-0.01237623762376236,2.0,1.0,0.0,3,NaiveBayes
Hip,,,,,,3,NaiveBayes
Knee,0.0881188118811881,0.007343234323432341,12.0,1.0,2.0,3,NaiveBayes
Neck,-0.02871287128712871,-0.02871287128712871,1.0,1.0,0.0,3,NaiveBayes
Thigh,,,,,,3,NaiveBayes
Weight,0.062376237623762334,0.007797029702970292,8.0,1.0,0.0,3,NaiveBayes
Wrist,-0.025742574257425748,-0.008580858085808583,3.0,1.0,0.0,3,NaiveBayes
Abdomen,,,,,,4,NaiveBayes
Age,-0.023762376237623783,-0.011881188118811892,2.0,1.0,0.0,4,NaiveBayes
Ankle,-0.012871287128712883,-0.006435643564356441,2.0,1.0,0.0,4,NaiveBayes
Biceps,-0.031683168316831684,-0.015841584158415842,2.0,1.0,0.0,4,NaiveBayes
Chest,-0.02475247524752476,-0.00618811881188119,4.0,1.0,0.0,4,NaiveBayes
Density,2.126732673267327,0.15190947666195193,14.0,0.0,5.0,4,NaiveBayes
Forearm,-0.04059405940594066,-0.008118811881188131,5.0,1.0,0.0,4,NaiveBayes
Height,-0.02079207920792079,-0.005198019801980197,4.0,1.0,0.0,4,NaiveBayes
Hip,,,,,,4,NaiveBayes
Knee,0.07425742574257418,0.008250825082508243,9.0,1.0,1.0,4,NaiveBayes
Neck,-0.037623762376237574,-0.005374823196605367,7.0,1.0,0.0,4,NaiveBayes
Thigh,-0.028712871287128718,-0.007178217821782179,4.0,1.0,0.0,4,NaiveBayes
Weight,-0.01782178217821781,-0.01782178217821781,1.0,1.0,0.0,4,NaiveBayes
Wrist,-0.04455445544554456,-0.014851485148514853,3.0,1.0,0.0,4,NaiveBayes
Abdomen,,,,,,5,NaiveBayes
Age,-0.0029702970297031117,-0.00042432814710044453,7.0,1.0,0.0,5,NaiveBayes
Ankle,-0.010891089108910845,-0.005445544554455423,2.0,1.0,0.0,5,NaiveBayes
Biceps,-0.031683168316831635,-0.004526166902404519,7.0,1.0,0.0,5,NaiveBayes
Chest,-0.015841584158415842,-0.015841584158415842,1.0,1.0,0.0,5,NaiveBayes
Density,2.801980198019802,0.1474726420010422,19.0,0.0,7.0,5,NaiveBayes
Forearm,-0.040594059405940595,-0.006765676567656766,6.0,1.0,0.0,5,NaiveBayes
Height,-0.014851485148514858,-0.0029702970297029716,5.0,1.0,0.0,5,NaiveBayes
Hip,,,,,,5,NaiveBayes
Knee,0.07029702970297039,0.007810781078107821,9.0,1.0,1.0,5,NaiveBayes
Neck,0.06237623762376246,0.0036691904484566153,17.0,1.0,2.0,5,NaiveBayes
Thigh,0.15940594059405935,0.010627062706270623,15.0,1.0,2.0,5,NaiveBayes
Weight,-0.018811881188118815,-0.009405940594059407,2.0,1.0,0.0,5,NaiveBayes
Wrist,-0.035643564356435654,-0.004455445544554457,8.0,1.0,0.0,5,NaiveBayes
Abdomen,,,,,,1,DecisionTree
Age,-0.020895522388059695,-0.010447761194029848,2.0,1.0,0.0,1,DecisionTree
Ankle,-0.022885572139303534,-0.0057213930348258835,4.0,1.0,0.0,1,DecisionTree
Biceps,-0.03383084577114426,-0.006766169154228852,5.0,1.0,0.0,1,DecisionTree
Chest,1.1102230246251565e-16,1.2335811384723961e-17,9.0,0.0,0.0,1,DecisionTree
Density,0.0,0.0,3.0,0.0,0.0,1,DecisionTree
Forearm,-0.005970149253731349,-0.00035118525021949113,17.0,1.0,0.0,1,DecisionTree
Height,0.05572139303482576,0.0022288557213930305,25.0,1.0,2.0,1,DecisionTree
Hip,,,,,,1,DecisionTree
Knee,0.08358208955223895,0.007598371777476268,11.0,1.0,1.0,1,DecisionTree
Neck,0.13432835820895522,0.003950834064969272,34.0,1.0,7.0,1,DecisionTree
Thigh,0.42388059701492525,0.019267299864314785,22.0,1.0,5.0,1,DecisionTree
Weight,0.3074626865671642,0.01138750690989497,27.0,1.0,6.0,1,DecisionTree
Wrist,-0.02089552238805964,-0.006965174129353213,3.0,1.0,0.0,1,DecisionTree
Abdomen,,,,,,2,DecisionTree
Age,-0.022885572139303555,-0.004577114427860711,5.0,1.0,0.0,2,DecisionTree
Ankle,-0.023880597014925287,-0.011940298507462643,2.0,1.0,0.0,2,DecisionTree
Biceps,-0.032835820895522394,-0.016417910447761197,2.0,1.0,0.0,2,DecisionTree
Chest,0.005970149253731419,0.0011940298507462838,5.0,1.0,0.0,2,DecisionTree
Density,0.7124378109452737,0.07124378109452736,10.0,0.0,2.0,2,DecisionTree
Forearm,-0.02686567164179099,-0.006716417910447747,4.0,1.0,0.0,2,DecisionTree
Height,-0.01592039800995025,-0.01592039800995025,1.0,1.0,0.0,2,DecisionTree
Hip,,,,,,2,DecisionTree
Knee,0.05671641791044768,0.006301824212271965,9.0,1.0,1.0,2,DecisionTree
Neck,-0.01890547263681592,-0.00472636815920398,4.0,1.0,0.0,2,DecisionTree
Thigh,,,,,,2,DecisionTree
Weight,-0.018905472636815926,-0.0018905472636815926,10.0,1.0,0.0,2,DecisionTree
Wrist,-0.029850746268656723,-0.009950248756218907,3.0,1.0,0.0,2,DecisionTree
Abdomen,,,,,,3,DecisionTree
Age,0.013861386138613874,0.0023102310231023124,6.0,1.0,0.0,3,DecisionTree
Ankle,0.033663366336633596,0.0028052805280527997,12.0,1.0,1.0,3,DecisionTree
Biceps,-0.020792079207920755,-0.010396039603960378,2.0,1.0,0.0,3,DecisionTree
Chest,,,,,,3,DecisionTree
Density,0.4485148514851486,0.06407355021216408,7.0,0.0,1.0,3,DecisionTree
Forearm,-0.01386138613861386,-0.00693069306930693,2.0,1.0,0.0,3,DecisionTree
Height,-0.02475247524752472,-0.01237623762376236,2.0,1.0,0.0,3,DecisionTree
Hip,,,,,,3,DecisionTree
Knee,0.0881188118811881,0.007343234323432341,12.0,1.0,2.0,3,DecisionTree
Neck,-0.02871287128712871,-0.02871287128712871,1.0,1.0,0.0,3,DecisionTree
Thigh,,,,,,3,DecisionTree
Weight,0.062376237623762334,0.007797029702970292,8.0,1.0,0.0,3,DecisionTree
Wrist,-0.025742574257425748,-0.008580858085808583,3.0,1.0,0.0,3,DecisionTree
Abdomen,,,,,,4,DecisionTree
Age,-0.023762376237623783,-0.011881188118811892,2.0,1.0,0.0,4,DecisionTree
Ankle,-0.012871287128712883,-0.006435643564356441,2.0,1.0,0.0,4,DecisionTree
Biceps,-0.031683168316831684,-0.015841584158415842,2.0,1.0,0.0,4,DecisionTree
Chest,-0.02475247524752476,-0.00618811881188119,4.0,1.0,0.0,4,DecisionTree
Density,2.126732673267327,0.15190947666195193,14.0,0.0,5.0,4,DecisionTree
Forearm,-0.04059405940594066,-0.008118811881188131,5.0,1.0,0.0,4,DecisionTree
Height,-0.02079207920792079,-0.005198019801980197,4.0,1.0,0.0,4,DecisionTree
Hip,,,,,,4,DecisionTree
Knee,0.07425742574257418,0.008250825082508243,9.0,1.0,1.0,4,DecisionTree
Neck,-0.037623762376237574,-0.005374823196605367,7.0,1.0,0.0,4,DecisionTree
Thigh,-0.028712871287128718,-0.007178217821782179,4.0,1.0,0.0,4,DecisionTree
Weight,-0.01782178217821781,-0.01782178217821781,1.0,1.0,0.0,4,DecisionTree
Wrist,-0.04455445544554456,-0.014851485148514853,3.0,1.0,0.0,4,DecisionTree
Abdomen,,,,,,5,DecisionTree
Age,-0.0029702970297031117,-0.00042432814710044453,7.0,1.0,0.0,5,DecisionTree
Ankle,-0.010891089108910845,-0.005445544554455423,2.0,1.0,0.0,5,DecisionTree
Biceps,-0.031683168316831635,-0.004526166902404519,7.0,1.0,0.0,5,DecisionTree
Chest,-0.015841584158415842,-0.015841584158415842,1.0,1.0,0.0,5,DecisionTree
Density,2.801980198019802,0.1474726420010422,19.0,0.0,7.0,5,DecisionTree
Forearm,-0.040594059405940595,-0.006765676567656766,6.0,1.0,0.0,5,DecisionTree
Height,-0.014851485148514858,-0.0029702970297029716,5.0,1.0,0.0,5,DecisionTree
Hip,,,,,,5,DecisionTree
Knee,0.07029702970297039,0.007810781078107821,9.0,1.0,1.0,5,DecisionTree
Neck,0.06237623762376246,0.0036691904484566153,17.0,1.0,2.0,5,DecisionTree
Thigh,0.15940594059405935,0.010627062706270623,15.0,1.0,2.0,5,DecisionTree
Weight,-0.018811881188118815,-0.009405940594059407,2.0,1.0,0.0,5,DecisionTree
Wrist,-0.035643564356435654,-0.004455445544554457,8.0,1.0,0.0,5,DecisionTree
Abdomen,,,,,,1,XGBoost
Age,-0.020895522388059695,-0.010447761194029848,2.0,1.0,0.0,1,XGBoost
Ankle,-0.022885572139303534,-0.0057213930348258835,4.0,1.0,0.0,1,XGBoost
Biceps,-0.03383084577114426,-0.006766169154228852,5.0,1.0,0.0,1,XGBoost
Chest,1.1102230246251565e-16,1.2335811384723961e-17,9.0,0.0,0.0,1,XGBoost
Density,0.0,0.0,3.0,0.0,0.0,1,XGBoost
Forearm,-0.005970149253731349,-0.00035118525021949113,17.0,1.0,0.0,1,XGBoost
Height,0.05572139303482576,0.0022288557213930305,25.0,1.0,2.0,1,XGBoost
Hip,,,,,,1,XGBoost
Knee,0.08358208955223895,0.007598371777476268,11.0,1.0,1.0,1,XGBoost
Neck,0.13432835820895522,0.003950834064969272,34.0,1.0,7.0,1,XGBoost
Thigh,0.42388059701492525,0.019267299864314785,22.0,1.0,5.0,1,XGBoost
Weight,0.3074626865671642,0.01138750690989497,27.0,1.0,6.0,1,XGBoost
Wrist,-0.02089552238805964,-0.006965174129353213,3.0,1.0,0.0,1,XGBoost
Abdomen,,,,,,2,XGBoost
Age,-0.022885572139303555,-0.004577114427860711,5.0,1.0,0.0,2,XGBoost
Ankle,-0.023880597014925287,-0.011940298507462643,2.0,1.0,0.0,2,XGBoost
Biceps,-0.032835820895522394,-0.016417910447761197,2.0,1.0,0.0,2,XGBoost
Chest,0.005970149253731419,0.0011940298507462838,5.0,1.0,0.0,2,XGBoost
Density,0.7124378109452737,0.07124378109452736,10.0,0.0,2.0,2,XGBoost
Forearm,-0.02686567164179099,-0.006716417910447747,4.0,1.0,0.0,2,XGBoost
Height,-0.01592039800995025,-0.01592039800995025,1.0,1.0,0.0,2,XGBoost
Hip,,,,,,2,XGBoost
Knee,0.05671641791044768,0.006301824212271965,9.0,1.0,1.0,2,XGBoost
Neck,-0.01890547263681592,-0.00472636815920398,4.0,1.0,0.0,2,XGBoost
Thigh,,,,,,2,XGBoost
Weight,-0.018905472636815926,-0.0018905472636815926,10.0,1.0,0.0,2,XGBoost
Wrist,-0.029850746268656723,-0.009950248756218907,3.0,1.0,0.0,2,XGBoost
Abdomen,,,,,,3,XGBoost
Age,0.013861386138613874,0.0023102310231023124,6.0,1.0,0.0,3,XGBoost
Ankle,0.033663366336633596,0.0028052805280527997,12.0,1.0,1.0,3,XGBoost
Biceps,-0.020792079207920755,-0.010396039603960378,2.0,1.0,0.0,3,XGBoost
Chest,,,,,,3,XGBoost
Density,0.4485148514851486,0.06407355021216408,7.0,0.0,1.0,3,XGBoost
Forearm,-0.01386138613861386,-0.00693069306930693,2.0,1.0,0.0,3,XGBoost
Height,-0.02475247524752472,-0.01237623762376236,2.0,1.0,0.0,3,XGBoost
Hip,,,,,,3,XGBoost
Knee,0.0881188118811881,0.007343234323432341,12.0,1.0,2.0,3,XGBoost
Neck,-0.02871287128712871,-0.02871287128712871,1.0,1.0,0.0,3,XGBoost
Thigh,,,,,,3,XGBoost
Weight,0.062376237623762334,0.007797029702970292,8.0,1.0,0.0,3,XGBoost
Wrist,-0.025742574257425748,-0.008580858085808583,3.0,1.0,0.0,3,XGBoost
Abdomen,,,,,,4,XGBoost
Age,-0.023762376237623783,-0.011881188118811892,2.0,1.0,0.0,4,XGBoost
Ankle,-0.012871287128712883,-0.006435643564356441,2.0,1.0,0.0,4,XGBoost
Biceps,-0.031683168316831684,-0.015841584158415842,2.0,1.0,0.0,4,XGBoost
Chest,-0.02475247524752476,-0.00618811881188119,4.0,1.0,0.0,4,XGBoost
Density,2.126732673267327,0.15190947666195193,14.0,0.0,5.0,4,XGBoost
Forearm,-0.04059405940594066,-0.008118811881188131,5.0,1.0,0.0,4,XGBoost
Height,-0.02079207920792079,-0.005198019801980197,4.0,1.0,0.0,4,XGBoost
Hip,,,,,,4,XGBoost
Knee,0.07425742574257418,0.008250825082508243,9.0,1.0,1.0,4,XGBoost
Neck,-0.037623762376237574,-0.005374823196605367,7.0,1.0,0.0,4,XGBoost
Thigh,-0.028712871287128718,-0.007178217821782179,4.0,1.0,0.0,4,XGBoost
Weight,-0.01782178217821781,-0.01782178217821781,1.0,1.0,0.0,4,XGBoost
Wrist,-0.04455445544554456,-0.014851485148514853,3.0,1.0,0.0,4,XGBoost
Abdomen,,,,,,5,XGBoost
Age,-0.0029702970297031117,-0.00042432814710044453,7.0,1.0,0.0,5,XGBoost
Ankle,-0.010891089108910845,-0.005445544554455423,2.0,1.0,0.0,5,XGBoost
Biceps,-0.031683168316831635,-0.004526166902404519,7.0,1.0,0.0,5,XGBoost
Chest,-0.015841584158415842,-0.015841584158415842,1.0,1.0,0.0,5,XGBoost
Density,2.801980198019802,0.1474726420010422,19.0,0.0,7.0,5,XGBoost
Forearm,-0.040594059405940595,-0.006765676567656766,6.0,1.0,0.0,5,XGBoost
Height,-0.014851485148514858,-0.0029702970297029716,5.0,1.0,0.0,5,XGBoost
Hip,,,,,,5,XGBoost
Knee,0.07029702970297039,0.007810781078107821,9.0,1.0,1.0,5,XGBoost
Neck,0.06237623762376246,0.0036691904484566153,17.0,1.0,2.0,5,XGBoost
Thigh,0.15940594059405935,0.010627062706270623,15.0,1.0,2.0,5,XGBoost
Weight,-0.018811881188118815,-0.009405940594059407,2.0,1.0,0.0,5,XGBoost
Wrist,-0.035643564356435654,-0.004455445544554457,8.0,1.0,0.0,5,XGBoost
