feature,kDN_importances,kDN_importances_norm,count_vars,kDN_removed_count,kDN_fixed_count,fold,model
AGE,0.05037037037037037,0.0017989417989417989,28.0,1.0,2.0,2,NaiveBayes
B,-0.010370370370370363,-0.002074074074074073,5.0,1.0,0.0,2,NaiveBayes
CHAS,-0.022716049382716014,-0.0005048010973936892,45.0,1.0,0.0,2,NaiveBayes
CRIM,1.1313580246913602,0.0015957094847550918,709.0,0.0,23.0,2,NaiveBayes
DIS,-0.010864197530864206,-0.0015520282186948866,7.0,1.0,0.0,2,NaiveBayes
INDUS,0.006913580246913548,0.000265906932573598,26.0,1.0,1.0,2,NaiveBayes
LSTAT,14.426172839506158,0.020375950338285535,708.0,0.0,203.0,2,NaiveBayes
NOX,6.954567901234565,0.009645725244430742,721.0,0.0,176.0,2,NaiveBayes
PTRATIO,3.2987654320987625,0.005043983841129606,654.0,0.0,84.0,2,NaiveBayes
RAD,-0.018765432098765356,-0.0005519244734930986,34.0,1.0,0.0,2,NaiveBayes
RM,11.240987654321009,0.016174082955857566,695.0,0.0,206.0,2,NaiveBayes
TAX,,,,,,2,NaiveBayes
ZN,-0.03160493827160496,-0.003511659807956107,9.0,1.0,0.0,2,NaiveBayes
AGE,0.055802469135802474,0.002657260435038213,21.0,1.0,0.0,3,NaiveBayes
B,-0.03259259259259256,-0.00296296296296296,11.0,1.0,0.0,3,NaiveBayes
CHAS,-0.0034567901234567877,-0.00021604938271604923,16.0,1.0,0.0,3,NaiveBayes
CRIM,0.16543209876543216,0.001969429747207526,84.0,1.0,3.0,3,NaiveBayes
DIS,-0.012345679012345678,-0.001763668430335097,7.0,1.0,0.0,3,NaiveBayes
INDUS,0.297777777777778,0.008507936507936513,35.0,1.0,5.0,3,NaiveBayes
LSTAT,14.953086419753108,0.02609613685820787,573.0,0.0,192.0,3,NaiveBayes
NOX,0.516543209876543,0.012598614875037634,41.0,1.0,6.0,3,NaiveBayes
PTRATIO,5.499753086419766,0.009648689625297835,570.0,0.0,158.0,3,NaiveBayes
RAD,2.326913580246914,0.004200205018496234,554.0,0.0,52.0,3,NaiveBayes
RM,10.050370370370368,0.0180114164343555,558.0,0.0,195.0,3,NaiveBayes
TAX,,,,,,3,NaiveBayes
ZN,-0.022222222222222227,-0.022222222222222227,1.0,1.0,0.0,3,NaiveBayes
AGE,-0.024197530864197486,-0.001273554256010394,19.0,1.0,0.0,4,NaiveBayes
B,-0.040493827160493795,-0.0009876543209876535,41.0,1.0,0.0,4,NaiveBayes
CHAS,-0.02814814814814809,-0.007037037037037022,4.0,1.0,0.0,4,NaiveBayes
CRIM,0.4874074074074073,0.0024741492761797324,197.0,1.0,7.0,4,NaiveBayes
DIS,-0.008888888888888807,-0.0012698412698412581,7.0,1.0,0.0,4,NaiveBayes
INDUS,1.6740740740740738,0.0029267029267029264,572.0,0.0,43.0,4,NaiveBayes
LSTAT,11.682469135802465,0.016407962269385484,712.0,0.0,193.0,4,NaiveBayes
NOX,7.054320987654319,0.009797668038408777,720.0,0.0,184.0,4,NaiveBayes
PTRATIO,0.0276543209876543,0.003072702331961589,9.0,1.0,1.0,4,NaiveBayes
RAD,0.45728395061728444,0.000754593977916311,606.0,0.0,19.0,4,NaiveBayes
RM,7.111111111111102,0.010709504685408286,664.0,0.0,189.0,4,NaiveBayes
TAX,,,,,,4,NaiveBayes
ZN,-0.015802469135802466,-0.007901234567901233,2.0,1.0,0.0,4,NaiveBayes
AGE,-0.040493827160493795,-0.0028924162257495567,14.0,1.0,1.0,5,NaiveBayes
B,-0.010864197530864178,-0.010864197530864178,1.0,1.0,0.0,5,NaiveBayes
CHAS,-0.033086419753086405,-0.033086419753086405,1.0,1.0,0.0,5,NaiveBayes
CRIM,0.07407407407407418,0.001214329083181544,61.0,1.0,2.0,5,NaiveBayes
DIS,0.3540740740740741,0.0039783603828547655,89.0,1.0,9.0,5,NaiveBayes
INDUS,4.635061728395068,0.01043932821710601,444.0,0.0,120.0,5,NaiveBayes
LSTAT,10.094814814814837,0.02331366008040378,433.0,0.0,177.0,5,NaiveBayes
NOX,0.297283950617284,0.005945679012345681,50.0,1.0,12.0,5,NaiveBayes
PTRATIO,0.00740740740740739,0.0006734006734006718,11.0,1.0,0.0,5,NaiveBayes
RAD,0.08493827160493833,0.002359396433470509,36.0,1.0,1.0,5,NaiveBayes
RM,6.014814814814804,0.012797478329393201,470.0,0.0,166.0,5,NaiveBayes
TAX,,,,,,5,NaiveBayes
ZN,0.04444444444444451,0.001388888888888891,32.0,1.0,1.0,5,NaiveBayes
AGE,-0.0108910891089109,-0.0108910891089109,1.0,1.0,0.0,1,DecisionTree
B,-0.010396039603960378,-0.010396039603960378,1.0,1.0,0.0,1,DecisionTree
CHAS,-0.0108910891089109,-0.0108910891089109,1.0,1.0,0.0,1,DecisionTree
CRIM,1.8163366336633675,0.0026209763833526228,693.0,0.0,45.0,1,DecisionTree
DIS,0.16782178217821786,0.003902832143679485,43.0,1.0,1.0,1,DecisionTree
INDUS,0.2242574257425743,0.010193519351935194,22.0,1.0,1.0,1,DecisionTree
LSTAT,18.402475247524748,0.02595553631526763,709.0,0.0,205.0,1,DecisionTree
NOX,5.661386138613858,0.008656553728767367,654.0,0.0,173.0,1,DecisionTree
PTRATIO,3.0212871287128715,0.004563877837934851,662.0,0.0,66.0,1,DecisionTree
RAD,0.11633663366336622,0.0018177599009900972,64.0,1.0,3.0,1,DecisionTree
RM,6.596534653465342,0.009532564528129107,692.0,0.0,90.0,1,DecisionTree
TAX,,,,,,1,DecisionTree
ZN,0.005445544554455423,0.0002178217821782169,25.0,1.0,0.0,1,DecisionTree
AGE,0.05037037037037037,0.0017989417989417989,28.0,1.0,2.0,2,DecisionTree
B,-0.010370370370370363,-0.002074074074074073,5.0,1.0,0.0,2,DecisionTree
CHAS,-0.022716049382716014,-0.0005048010973936892,45.0,1.0,0.0,2,DecisionTree
CRIM,1.1313580246913602,0.0015957094847550918,709.0,0.0,23.0,2,DecisionTree
DIS,-0.010864197530864206,-0.0015520282186948866,7.0,1.0,0.0,2,DecisionTree
INDUS,0.006913580246913548,0.000265906932573598,26.0,1.0,1.0,2,DecisionTree
LSTAT,14.426172839506158,0.020375950338285535,708.0,0.0,203.0,2,DecisionTree
NOX,6.954567901234565,0.009645725244430742,721.0,0.0,176.0,2,DecisionTree
PTRATIO,3.2987654320987625,0.005043983841129606,654.0,0.0,84.0,2,DecisionTree
RAD,-0.018765432098765356,-0.0005519244734930986,34.0,1.0,0.0,2,DecisionTree
RM,11.240987654321009,0.016174082955857566,695.0,0.0,206.0,2,DecisionTree
TAX,,,,,,2,DecisionTree
ZN,-0.03160493827160496,-0.003511659807956107,9.0,1.0,0.0,2,DecisionTree
AGE,0.055802469135802474,0.002657260435038213,21.0,1.0,0.0,3,DecisionTree
B,-0.03259259259259256,-0.00296296296296296,11.0,1.0,0.0,3,DecisionTree
CHAS,-0.0034567901234567877,-0.00021604938271604923,16.0,1.0,0.0,3,DecisionTree
CRIM,0.16543209876543216,0.001969429747207526,84.0,1.0,3.0,3,DecisionTree
DIS,-0.012345679012345678,-0.001763668430335097,7.0,1.0,0.0,3,DecisionTree
INDUS,0.297777777777778,0.008507936507936513,35.0,1.0,5.0,3,DecisionTree
LSTAT,14.953086419753108,0.02609613685820787,573.0,0.0,192.0,3,DecisionTree
NOX,0.516543209876543,0.012598614875037634,41.0,1.0,6.0,3,DecisionTree
PTRATIO,5.499753086419766,0.009648689625297835,570.0,0.0,158.0,3,DecisionTree
RAD,2.326913580246914,0.004200205018496234,554.0,0.0,52.0,3,DecisionTree
RM,10.050370370370368,0.0180114164343555,558.0,0.0,195.0,3,DecisionTree
TAX,,,,,,3,DecisionTree
ZN,-0.022222222222222227,-0.022222222222222227,1.0,1.0,0.0,3,DecisionTree
AGE,-0.024197530864197486,-0.001273554256010394,19.0,1.0,0.0,4,DecisionTree
B,-0.040493827160493795,-0.0009876543209876535,41.0,1.0,0.0,4,DecisionTree
CHAS,-0.02814814814814809,-0.007037037037037022,4.0,1.0,0.0,4,DecisionTree
CRIM,0.4874074074074073,0.0024741492761797324,197.0,1.0,7.0,4,DecisionTree
DIS,-0.008888888888888807,-0.0012698412698412581,7.0,1.0,0.0,4,DecisionTree
INDUS,1.6740740740740738,0.0029267029267029264,572.0,0.0,43.0,4,DecisionTree
LSTAT,11.682469135802465,0.016407962269385484,712.0,0.0,193.0,4,DecisionTree
NOX,7.054320987654319,0.009797668038408777,720.0,0.0,184.0,4,DecisionTree
PTRATIO,0.0276543209876543,0.003072702331961589,9.0,1.0,1.0,4,DecisionTree
RAD,0.45728395061728444,0.000754593977916311,606.0,0.0,19.0,4,DecisionTree
RM,7.111111111111102,0.010709504685408286,664.0,0.0,189.0,4,DecisionTree
TAX,,,,,,4,DecisionTree
ZN,-0.015802469135802466,-0.007901234567901233,2.0,1.0,0.0,4,DecisionTree
AGE,-0.040493827160493795,-0.0028924162257495567,14.0,1.0,1.0,5,DecisionTree
B,-0.010864197530864178,-0.010864197530864178,1.0,1.0,0.0,5,DecisionTree
CHAS,-0.033086419753086405,-0.033086419753086405,1.0,1.0,0.0,5,DecisionTree
CRIM,0.07407407407407418,0.001214329083181544,61.0,1.0,2.0,5,DecisionTree
DIS,0.3540740740740741,0.0039783603828547655,89.0,1.0,9.0,5,DecisionTree
INDUS,4.635061728395068,0.01043932821710601,444.0,0.0,120.0,5,DecisionTree
LSTAT,10.094814814814837,0.02331366008040378,433.0,0.0,177.0,5,DecisionTree
NOX,0.297283950617284,0.005945679012345681,50.0,1.0,12.0,5,DecisionTree
PTRATIO,0.00740740740740739,0.0006734006734006718,11.0,1.0,0.0,5,DecisionTree
RAD,0.08493827160493833,0.002359396433470509,36.0,1.0,1.0,5,DecisionTree
RM,6.014814814814804,0.012797478329393201,470.0,0.0,166.0,5,DecisionTree
TAX,,,,,,5,DecisionTree
ZN,0.04444444444444451,0.001388888888888891,32.0,1.0,1.0,5,DecisionTree
AGE,-0.0108910891089109,-0.0108910891089109,1.0,1.0,0.0,1,XGBoost
B,-0.010396039603960378,-0.010396039603960378,1.0,1.0,0.0,1,XGBoost
CHAS,-0.0108910891089109,-0.0108910891089109,1.0,1.0,0.0,1,XGBoost
CRIM,1.8163366336633675,0.0026209763833526228,693.0,0.0,45.0,1,XGBoost
DIS,0.16782178217821786,0.003902832143679485,43.0,1.0,1.0,1,XGBoost
INDUS,0.2242574257425743,0.010193519351935194,22.0,1.0,1.0,1,XGBoost
LSTAT,18.402475247524748,0.02595553631526763,709.0,0.0,205.0,1,XGBoost
NOX,5.661386138613858,0.008656553728767367,654.0,0.0,173.0,1,XGBoost
PTRATIO,3.0212871287128715,0.004563877837934851,662.0,0.0,66.0,1,XGBoost
RAD,0.11633663366336622,0.0018177599009900972,64.0,1.0,3.0,1,XGBoost
RM,6.596534653465342,0.009532564528129107,692.0,0.0,90.0,1,XGBoost
TAX,,,,,,1,XGBoost
ZN,0.005445544554455423,0.0002178217821782169,25.0,1.0,0.0,1,XGBoost
AGE,0.05037037037037037,0.0017989417989417989,28.0,1.0,2.0,2,XGBoost
B,-0.010370370370370363,-0.002074074074074073,5.0,1.0,0.0,2,XGBoost
CHAS,-0.022716049382716014,-0.0005048010973936892,45.0,1.0,0.0,2,XGBoost
CRIM,1.1313580246913602,0.0015957094847550918,709.0,0.0,23.0,2,XGBoost
DIS,-0.010864197530864206,-0.0015520282186948866,7.0,1.0,0.0,2,XGBoost
INDUS,0.006913580246913548,0.000265906932573598,26.0,1.0,1.0,2,XGBoost
LSTAT,14.426172839506158,0.020375950338285535,708.0,0.0,203.0,2,XGBoost
NOX,6.954567901234565,0.009645725244430742,721.0,0.0,176.0,2,XGBoost
PTRATIO,3.2987654320987625,0.005043983841129606,654.0,0.0,84.0,2,XGBoost
RAD,-0.018765432098765356,-0.0005519244734930986,34.0,1.0,0.0,2,XGBoost
RM,11.240987654321009,0.016174082955857566,695.0,0.0,206.0,2,XGBoost
TAX,,,,,,2,XGBoost
ZN,-0.03160493827160496,-0.003511659807956107,9.0,1.0,0.0,2,XGBoost
AGE,0.055802469135802474,0.002657260435038213,21.0,1.0,0.0,3,XGBoost
B,-0.03259259259259256,-0.00296296296296296,11.0,1.0,0.0,3,XGBoost
CHAS,-0.0034567901234567877,-0.00021604938271604923,16.0,1.0,0.0,3,XGBoost
CRIM,0.16543209876543216,0.001969429747207526,84.0,1.0,3.0,3,XGBoost
DIS,-0.012345679012345678,-0.001763668430335097,7.0,1.0,0.0,3,XGBoost
INDUS,0.297777777777778,0.008507936507936513,35.0,1.0,5.0,3,XGBoost
LSTAT,14.953086419753108,0.02609613685820787,573.0,0.0,192.0,3,XGBoost
NOX,0.516543209876543,0.012598614875037634,41.0,1.0,6.0,3,XGBoost
PTRATIO,5.499753086419766,0.009648689625297835,570.0,0.0,158.0,3,XGBoost
RAD,2.326913580246914,0.004200205018496234,554.0,0.0,52.0,3,XGBoost
RM,10.050370370370368,0.0180114164343555,558.0,0.0,195.0,3,XGBoost
TAX,,,,,,3,XGBoost
ZN,-0.022222222222222227,-0.022222222222222227,1.0,1.0,0.0,3,XGBoost
AGE,-0.024197530864197486,-0.001273554256010394,19.0,1.0,0.0,4,XGBoost
B,-0.040493827160493795,-0.0009876543209876535,41.0,1.0,0.0,4,XGBoost
CHAS,-0.02814814814814809,-0.007037037037037022,4.0,1.0,0.0,4,XGBoost
CRIM,0.4874074074074073,0.0024741492761797324,197.0,1.0,7.0,4,XGBoost
DIS,-0.008888888888888807,-0.0012698412698412581,7.0,1.0,0.0,4,XGBoost
INDUS,1.6740740740740738,0.0029267029267029264,572.0,0.0,43.0,4,XGBoost
LSTAT,11.682469135802465,0.016407962269385484,712.0,0.0,193.0,4,XGBoost
NOX,7.054320987654319,0.009797668038408777,720.0,0.0,184.0,4,XGBoost
PTRATIO,0.0276543209876543,0.003072702331961589,9.0,1.0,1.0,4,XGBoost
RAD,0.45728395061728444,0.000754593977916311,606.0,0.0,19.0,4,XGBoost
RM,7.111111111111102,0.010709504685408286,664.0,0.0,189.0,4,XGBoost
TAX,,,,,,4,XGBoost
ZN,-0.015802469135802466,-0.007901234567901233,2.0,1.0,0.0,4,XGBoost
AGE,-0.040493827160493795,-0.0028924162257495567,14.0,1.0,1.0,5,XGBoost
B,-0.010864197530864178,-0.010864197530864178,1.0,1.0,0.0,5,XGBoost
CHAS,-0.033086419753086405,-0.033086419753086405,1.0,1.0,0.0,5,XGBoost
CRIM,0.07407407407407418,0.001214329083181544,61.0,1.0,2.0,5,XGBoost
DIS,0.3540740740740741,0.0039783603828547655,89.0,1.0,9.0,5,XGBoost
INDUS,4.635061728395068,0.01043932821710601,444.0,0.0,120.0,5,XGBoost
LSTAT,10.094814814814837,0.02331366008040378,433.0,0.0,177.0,5,XGBoost
NOX,0.297283950617284,0.005945679012345681,50.0,1.0,12.0,5,XGBoost
PTRATIO,0.00740740740740739,0.0006734006734006718,11.0,1.0,0.0,5,XGBoost
RAD,0.08493827160493833,0.002359396433470509,36.0,1.0,1.0,5,XGBoost
RM,6.014814814814804,0.012797478329393201,470.0,0.0,166.0,5,XGBoost
TAX,,,,,,5,XGBoost
ZN,0.04444444444444451,0.001388888888888891,32.0,1.0,1.0,5,XGBoost
