Dataset,Subset,Hostility,kDN,DCP,TD_U,CLD,N1,N2,LSC,F1,L1,n_features,mean_acc_mean,mean_acc_max,mean_acc_std,mean_gps_mean,mean_gps_max,mean_gps_std,mean_acc_class_0_mean,mean_acc_class_0_max,mean_acc_class_0_std,mean_acc_class_1_mean,mean_acc_class_1_max,mean_acc_class_1_std
ArtificialDataset12,all,0.18233333333333332,0.2624666666666667,0.2924435246653755,0.53496,0.39227034587491727,0.24650544967015556,0.48640576355677173,0.9971258760094676,0.9975507246376814,0.7811369211236885,115.0,0.7984166666666667,0.8720000000000001,0.06480489644444014,0.7865132780795878,0.8660202404565804,0.06952280407383915,0.7111293650793651,0.8066857142857143,0.07473756868092246,0.8613715106732348,0.9190837438423646,0.063949662633657
ArtificialDataset12,informative,0.143,0.23433333333333334,0.27858634425739387,0.5357121212121212,0.34623709568641614,0.21364106541606542,0.474359761874549,0.9966749550873756,0.99748,0.48290521699591477,25.0,0.8157916666666667,0.8863333333333333,0.060784797989848316,0.8062263951116193,0.8816561658001335,0.0635385580085834,0.7372619047619047,0.8345333333333332,0.06797858927267682,0.8723998357963876,0.9236683087027915,0.06185617026672456
ArtificialDataset12,informative+redundant,0.14566666666666667,0.244,0.29834982320442255,0.42225806451612913,0.3610750817613267,0.2233806637806638,0.47577858026106107,0.9969550048020555,0.997460606060606,0.5636071636552379,55.0,0.814875,0.884,0.06185362585771374,0.8056743506225934,0.879135228572052,0.06400514550672387,0.738863492063492,0.8305523809523809,0.06309547779015783,0.8696720032840722,0.9225221674876847,0.06612158210260655
ArtificialDataset12,informative+redundant_nonLinear,0.135,0.24953333333333333,0.33627903077861054,0.533469696969697,0.40164974773638246,0.239002849002849,0.4774034225377635,0.996886220538659,0.9973575757575758,0.5523864413566997,55.0,0.8011666666666667,0.8786666666666667,0.06890504162907647,0.7871773874939354,0.8733354079503576,0.07884429893624217,0.7095587301587302,0.8202031746031746,0.09731742884289617,0.8672577996715928,0.9207980295566502,0.06172536357062406
ArtificialDataset12,informative+noise,0.20366666666666666,0.3095333333333334,0.3225402505917044,0.5255507246376812,0.3496169122900358,0.29222802755847244,0.4913312155647976,0.9980327828642189,0.997769696969697,0.4989718332199809,55.0,0.7970833333333334,0.866,0.05776546724773554,0.7858001211643233,0.8590028927682581,0.05979743053185372,0.7071452380952381,0.7876063492063492,0.05479342881139953,0.8619306239737274,0.9225254515599343,0.06357005994938153
ArtificialDataset12,informative+rand_extra,0.14766666666666667,0.23580000000000004,0.276547110615219,0.57355,0.3523415959167735,0.21623918396418396,0.4766670020118251,0.9967575592761329,0.9975357142857144,0.4678698030714465,28.0,0.8151666666666667,0.8846666666666666,0.06071217550020962,0.8055359101739348,0.8798180063104601,0.06327076079610885,0.7353746031746031,0.8305523809523809,0.06521950351632466,0.8726863711001642,0.923665024630542,0.06336413529169492
ArtificialDataset12,mutual_info_top25,0.189,0.3015333333333333,0.27226609657696804,0.6239074074074074,0.38775815747869613,0.29843214285714287,0.47644854263503855,0.9975307806874495,0.99708,0.6906324504028561,25.0,0.7742083333333334,0.8366666666666667,0.04961916472429282,0.7591945155241973,0.8276479037895337,0.05398047616690901,0.6718738095238095,0.7502095238095238,0.06501453561527488,0.8480197044334976,0.8989885057471264,0.05265869164362916
ArtificialDataset12,f_classif_top25,0.22166666666666668,0.30373333333333336,0.2769307217481202,0.5348888888888889,0.3806819548577595,0.2849801587301587,0.4721313904364791,0.9973903266616453,0.9967733333333333,0.45209364938509666,25.0,0.7675833333333333,0.828,0.04666386045984486,0.7544789134586808,0.817126658075658,0.04754336127197094,0.6759111111111111,0.7287111111111111,0.04363076745317131,0.8336580459770115,0.902440065681445,0.05922589145816566
ArtificialDataset12,rf_top25,0.18033333333333335,0.2996666666666667,0.2820758037395724,0.56665,0.39288455265163147,0.2932677248677249,0.47166401065076213,0.997336958641384,0.9969466666666668,0.5767299135233379,25.0,0.7697499999999999,0.828,0.049101045797545914,0.7529692650121339,0.8173124352790875,0.05650002255892778,0.660926984126984,0.7358603174603174,0.07904111745521612,0.8482409688013136,0.9001412151067324,0.04840730860237962
ArtificialDataset12,relief_top25,0.18033333333333335,0.2742666666666667,0.31004130241641714,0.4968985507246377,0.3793335307712,0.2693527777777778,0.47098906503988125,0.9969184543353785,0.99664,0.5140841932029673,25.0,0.78425,0.85,0.05418567432068462,0.7716857950268435,0.8415909908976493,0.05593711499138592,0.6903261904761904,0.7620952380952379,0.05884438102060885,0.8519655172413794,0.913336617405583,0.065081626937094
ArtificialDataset12,xgb_top25,0.17366666666666666,0.2554666666666667,0.263351513931367,0.6279607843137255,0.36993474281039984,0.2461895983645984,0.4725492146355885,0.9968598110622782,0.9971466666666667,0.7335981448726058,25.0,0.7967916666666667,0.8630000000000001,0.06010095673115366,0.7789096821792083,0.8564980107965943,0.07642532784709063,0.6886222222222221,0.7955555555555556,0.11981336562101365,0.8747697044334976,0.9184926108374384,0.055522521576632254
