Dataset,Subset,Hostility,kDN,DCP,TD_U,CLD,N1,N2,LSC,F1,L1,n_features,mean_acc_mean,mean_acc_max,mean_acc_std,mean_gps_mean,mean_gps_max,mean_gps_std,mean_acc_class_0_mean,mean_acc_class_0_max,mean_acc_class_0_std,mean_acc_class_1_mean,mean_acc_class_1_max,mean_acc_class_1_std
ArtificialDataset14,all,0.20766666666666667,0.30526666666666663,0.3664655818836261,0.5411363636363636,0.4470326833284873,0.275656887492328,0.49038530196676305,0.9980053125833013,0.9974452380952381,0.16652900101184104,140.0,0.698375,0.8373333333333333,0.14178201886352115,0.6058525631512423,0.7980454104957122,0.17973300799315922,0.5403811146377894,0.9729462285287529,0.19678572014358414,0.7816310343934528,0.9552289443696262,0.2973764150892613
ArtificialDataset14,informative,0.16233333333333333,0.27340000000000003,0.42691401694637565,0.5792063492063493,0.4159634189513466,0.2468862539965481,0.4815182459996422,0.9976857795575025,0.9974000000000001,0.4960931596488946,30.0,0.7573333333333334,0.8743333333333334,0.0777786848019675,0.6768952845065936,0.8499685244375648,0.11366335926818356,0.5002497199402539,0.7226568334578044,0.15006760069798308,0.8927554905210815,0.9552315342380607,0.07737600326263262
ArtificialDataset14,informative+redundant,0.18,0.28440000000000004,0.4095250369044272,0.6320701754385966,0.416641779401493,0.25557064602064605,0.4816363992628133,0.9978188918915724,0.9972444444444445,0.24466038858208108,60.0,0.7574583333333333,0.8646666666666667,0.07402186238612966,0.6868289981430181,0.8375423780074923,0.10333658799027692,0.5261039021657954,0.7042849141150112,0.13495998938228695,0.8793370584274319,0.9547187402879935,0.08661776842653711
ArtificialDataset14,informative+redundant_nonLinear,0.196,0.2929333333333334,0.36977308428701705,0.5763,0.44856008025160976,0.27606925634278573,0.48413391654442184,0.997886169293577,0.997352380952381,0.23660785241599797,70.0,0.7126666666666667,0.8596666666666668,0.15008600708863412,0.6229464442262378,0.8298586334519505,0.19831943430953541,0.5670463032113517,0.9758495145631068,0.20550240147724005,0.7893763596809282,0.9506319278980628,0.3014798714234189
ArtificialDataset14,informative+noise,0.2613333333333333,0.36126666666666674,0.42691401694637565,0.589530303030303,0.41345088673364544,0.34116971822234193,0.4939395668740626,0.9985559099904011,0.9976714285714285,0.5005574939553975,70.0,0.7165416666666666,0.7956666666666667,0.05309378868403912,0.6066416389353075,0.7254893604386666,0.07131301667925682,0.4030689880507841,0.5294529499626587,0.08807067713842073,0.8816909251010049,0.970998653268414,0.07952850777044367
ArtificialDataset14,informative+rand_extra,0.16833333333333333,0.27826666666666666,0.42691401694637565,0.6440526315789473,0.4283493190623844,0.24255309690309687,0.4825471539662361,0.9977225681217426,0.9974646464646464,0.4847171194002816,33.0,0.7294583333333333,0.8720000000000001,0.12118789523867868,0.6573737112657262,0.8463216028365752,0.1335109127051467,0.5595675410754295,0.9188480209111278,0.20040300032796732,0.8189639878794157,0.9567440174039158,0.23576596205461356
ArtificialDataset14,mutual_info_top30,0.27066666666666667,0.37120000000000003,0.41044966002829925,0.5259305555555555,0.43159647803103673,0.35999576719576726,0.4875636536977157,0.9985547137317623,0.9971000000000001,0.2608220034066938,30.0,0.670625,0.7436666666666667,0.07213181001384214,0.5015584682867081,0.651826919136816,0.20963478033853788,0.3915351941747573,0.7979275578790141,0.22432672831759792,0.8176124002900652,0.9989821817051695,0.19707447809236386
ArtificialDataset14,f_classif_top30,0.23966666666666667,0.3456666666666667,0.39180868370340743,0.5502666666666667,0.41756036603724306,0.3322973544973545,0.48420512051474124,0.9983564368169278,0.9970777777777778,0.5958862786460819,30.0,0.7139166666666666,0.7983333333333333,0.05488566760035361,0.6113611142476566,0.740703040234542,0.08787957087449884,0.4306163648244959,0.5507094846900672,0.1127493552485593,0.8631827540660935,0.9511628509271729,0.08856566077395477
ArtificialDataset14,rf_top30,0.22866666666666666,0.33,0.3377508007737875,0.5269206349206349,0.43592136116040137,0.3044057183557184,0.4827685815581054,0.9982510061835148,0.997,0.8138526214540968,30.0,0.6919166666666667,0.8083333333333333,0.12276067179550029,0.5935159312091638,0.759027875506208,0.14437483551796304,0.5124673263629574,0.9428958177744586,0.21229478198266943,0.7864498083497359,0.9532062571221382,0.2724929752976885
ArtificialDataset14,relief_top30,0.23766666666666666,0.3429333333333333,0.3916094315279169,0.5624444444444445,0.4272139218135804,0.3312479677729677,0.48384856730053344,0.9982601485015252,0.9970666666666667,0.5049315617244657,30.0,0.7018333333333333,0.789,0.05785202799260493,0.533921595832233,0.7205778696572473,0.228575955661161,0.37408280433159075,0.5111650485436893,0.17197419629277746,0.8744917383196933,1.0,0.0936476205282578
ArtificialDataset14,xgb_top30,0.209,0.3048666666666667,0.31829473223661797,0.6007719298245614,0.40735296571014534,0.28574614644614643,0.48277186390363463,0.9980144033610797,0.9971666666666666,0.5743950663208816,30.0,0.7478333333333333,0.8413333333333334,0.06042600092097433,0.667505657589711,0.8063638145872225,0.09257882485104917,0.493753500746826,0.656936146377894,0.12479988243557254,0.8816818605614835,0.94251269035533,0.0690460373940065
