Dataset,Subset,Hostility,kDN,DCP,TD_U,CLD,N1,N2,LSC,F1,L1,n_features,mean_acc_mean,mean_acc_max,mean_acc_std,mean_gps_mean,mean_gps_max,mean_gps_std,mean_acc_class_0_mean,mean_acc_class_0_max,mean_acc_class_0_std,mean_acc_class_1_mean,mean_acc_class_1_max,mean_acc_class_1_std
ArtificialDataset8,all,0.129,0.184,0.19554518737847434,0.6608333333333333,0.2901430870730181,0.12460796536796537,0.4789105784099289,0.9879859719438877,0.9918705882352942,0.5398807182092306,85.0,0.871,0.962,0.07048809423279524,0.8707863973094234,0.9619340701288353,0.07060060133684509,0.85475,0.9419999999999998,0.06600378777009692,0.88725,0.982,0.07777577661824679
ArtificialDataset8,informative,0.053,0.128,0.2061280104848572,0.616,0.2246595293344192,0.09107455044955046,0.46871491221814165,0.9832925851703408,0.99135,0.7884173951385506,40.0,0.885875,0.985,0.08567786428577355,0.8856100007272969,0.9849926088122143,0.08600608751662264,0.871,0.9760000000000002,0.08317279775091307,0.90075,0.994,0.08989477976262825
ArtificialDataset8,informative+redundant,0.068,0.152,0.16029944962983603,0.635,0.25988634940466393,0.10173827838827838,0.46931484911163035,0.9849178356713427,0.9914000000000001,0.21816485241578315,55.0,0.882,0.9810000000000001,0.07418702235373978,0.8818221700391674,0.9809915816961169,0.07432431836688817,0.86725,0.9740000000000002,0.06859352322611395,0.8967499999999999,0.9880000000000001,0.08201001680979501
ArtificialDataset8,informative+redundant_nonLinear,0.094,0.142,0.19391619382136885,0.6579285714285714,0.2820433365057907,0.09512580197580198,0.4702090363151286,0.9848897795591183,0.9914545454545455,0.6651656509317054,55.0,0.8885,0.983,0.07380669733451413,0.8883350643817919,0.9829911775331022,0.0739178381909528,0.8785,0.9719999999999999,0.06869185853193539,0.8985000000000001,0.9940000000000001,0.0799481975138545
ArtificialDataset8,informative+noise,0.12,0.18080000000000002,0.2061280104848572,0.6162142857142858,0.22571404011031176,0.11850673215673216,0.48013247351147403,0.989130260521042,0.992,0.7983032886894741,55.0,0.87525,0.969,0.07670118270647087,0.8749978456695351,0.9689807769175962,0.07683513219316897,0.86125,0.954,0.07558486243006221,0.88925,0.984,0.08091574100789743
ArtificialDataset8,informative+rand_extra,0.071,0.1312,0.2061280104848572,0.6158571428571429,0.2514371846757475,0.08693062493062494,0.4692200299908921,0.9836713426853707,0.9914418604651162,0.804831223028919,43.0,0.880125,0.984,0.08885049642115524,0.878481537932029,0.9839918931726583,0.09108143693392237,0.84775,0.974,0.12426900544498502,0.9125,0.994,0.08694661744837627
ArtificialDataset8,mutual_info_top40,0.171,0.22440000000000002,0.14668601933666844,0.717,0.2857538644838485,0.1898176046176046,0.47298383661097454,0.9877054108216432,0.9905250000000001,0.10314271587173092,40.0,0.854625,0.915,0.05435580531487481,0.8543353059491505,0.9148149099025531,0.05448845838229534,0.8345,0.892,0.049451274719956126,0.8747499999999999,0.9479999999999998,0.06563916513789611
ArtificialDataset8,f_classif_top40,0.166,0.218,0.18100483751792784,0.5170666666666667,0.29534189837029295,0.1918400432900433,0.47298349931099026,0.9878416833667335,0.991,0.9965134623236405,40.0,0.847375,0.9179999999999999,0.05456041867246152,0.8467745078607019,0.9178910574094153,0.055091432697708664,0.835,0.892,0.040468682777109063,0.85975,0.944,0.08763194133908674
ArtificialDataset8,rf_top40,0.115,0.1824,0.084212450289782,0.5999230769230769,0.29008590709723125,0.15019725829725833,0.4672762111433492,0.9849098196392786,0.9903,0.9757382569401223,40.0,0.8678750000000001,0.9410000000000001,0.06056268889105146,0.8675509745311301,0.940901872478997,0.06071068268075329,0.8432499999999999,0.9199999999999999,0.0551562714993888,0.8925000000000001,0.9720000000000001,0.06976491136053183
ArtificialDataset8,relief_top40,0.108,0.1686,0.09056087594763736,0.6446666666666666,0.266533092640012,0.12707762515262516,0.4669049979180542,0.9837454909819638,0.990625,0.20599199056029563,40.0,0.870375,0.961,0.06490198654234595,0.8701046914578975,0.9609321379461206,0.0650969133222294,0.84975,0.9380000000000001,0.06058229349995171,0.8909999999999999,0.984,0.07276576903226642
ArtificialDataset8,xgb_top40,0.119,0.2074,0.14458741284385904,0.6646666666666667,0.2724230287731104,0.14955352980352982,0.4702451889555706,0.9865831663326653,0.991075,1.000177858250046,40.0,0.857375,0.9339999999999999,0.059789959740029,0.8568744595084247,0.9338082222231712,0.06003320430398245,0.8295,0.9020000000000001,0.0661319028263105,0.88525,0.9659999999999999,0.06408866625899727
